Munic°pio;UF
Alta Floresta DÔoeste;RO
Ariquemes;RO
Cabixi;RO
Cacoal;RO
Cerejeiras;RO
Colorado do Oeste;RO
Corumbiara;RO
Costa Marques;RO
Espig∆o DÔoeste;RO
Guajar†-mirim;RO
Jaru;RO
Ji-paran†;RO
Machadinho DÔoeste;RO
Nova BrasilÉndia DÔoeste;RO
Ouro Preto do Oeste;RO
Pimenta Bueno;RO
Porto Velho;RO
Presidente MÇdici;RO
Rio Crespo;RO
Rolim de Moura;RO
Santa Luzia DÔoeste;RO
Vilhena;RO
S∆o Miguel do GuaporÇ;RO
Nova MamorÇ;RO
Alvorada DÔoeste;RO
Alto Alegre Dos Parecis;RO
Alto Para°so;RO
Buritis;RO
Novo Horizonte do Oeste;RO
CacaulÉndia;RO
Campo Novo de Rondìnia;RO
Candeias do Jamari;RO
Castanheiras;RO
Chupinguaia;RO
Cujubim;RO
Governador Jorge Teixeira;RO
Itapu∆ do Oeste;RO
Ministro Andreazza;RO
Mirante da Serra;RO
Monte Negro;RO
Nova Uni∆o;RO
Parecis;RO
Pimenteiras do Oeste;RO
Primavera de Rondìnia;RO
S∆o Felipe DÔoeste;RO
S∆o Francisco do GuaporÇ;RO
Seringueiras;RO
Teixeir¢polis;RO
Theobroma;RO
Urup†;RO
Vale do Anari;RO
Vale do Para°so;RO
AcrelÉndia;AC
Assis Brasil;AC
BrasilÇia;AC
Bujari;AC
Capixaba;AC
Cruzeiro do Sul;AC
EpitaciolÉndia;AC
Feij¢;AC
Jord∆o;AC
MÉncio Lima;AC
Manoel Urbano;AC
Marechal Thaumaturgo;AC
Pl†cido de Castro;AC
Porto Walter;AC
Rio Branco;AC
Rodrigues Alves;AC
Santa Rosa do Purus;AC
Senador Guiomard;AC
Sena Madureira;AC
Tarauac†;AC
Xapuri;AC
Porto Acre;AC
Alvar∆es;AM
Amatur†;AM
Anam∆;AM
Anori;AM
Apu°;AM
Atalaia do Norte;AM
Autazes;AM
Barcelos;AM
Barreirinha;AM
Benjamin Constant;AM
Beruri;AM
Boa Vista do Ramos;AM
Boca do Acre;AM
Borba;AM
Caapiranga;AM
Canutama;AM
Carauari;AM
Careiro;AM
Careiro da V†rzea;AM
Coari;AM
Codaj†s;AM
EirunepÇ;AM
Envira;AM
Fonte Boa;AM
Guajar†;AM
Humait†;AM
Ipixuna;AM
Iranduba;AM
Itacoatiara;AM
Itamarati;AM
Itapiranga;AM
Japur†;AM
Juru†;AM
Juta°;AM
L†brea;AM
Manacapuru;AM
Manaquiri;AM
Manaus;AM
ManicorÇ;AM
Mara∆;AM
MauÇs;AM
Nhamund†;AM
Nova Olinda do Norte;AM
Novo Air∆o;AM
Novo Aripuan∆;AM
Parintins;AM
Pauini;AM
Presidente Figueiredo;AM
Rio Preto da Eva;AM
Santa Isabel do Rio Negro;AM
Santo Antìnio do Iá†;AM
S∆o Gabriel da Cachoeira;AM
S∆o Paulo de Olivenáa;AM
S∆o Sebasti∆o do Uatum∆;AM
Silves;AM
Tabatinga;AM
Tapau†;AM
TefÇ;AM
Tonantins;AM
Uarini;AM
Urucar†;AM
Urucurituba;AM
Amajari;RR
Alto Alegre;RR
Boa Vista;RR
Bonfim;RR
Cant†;RR
Caracara°;RR
Caroebe;RR
Iracema;RR
Mucaja°;RR
Normandia;RR
Pacaraima;RR
Rorain¢polis;RR
S∆o Jo∆o da Baliza;RR
S∆o Luiz;RR
Uiramut∆;RR
Abaetetuba;PA
Abel Figueiredo;PA
Acar†;PA
Afu†;PA
µgua Azul do Norte;PA
Alenquer;PA
Almeirim;PA
Altamira;PA
Anaj†s;PA
Ananindeua;PA
Anapu;PA
Augusto Corràa;PA
Aurora do Par†;PA
Aveiro;PA
Bagre;PA
Bai∆o;PA
Bannach;PA
Barcarena;PA
BelÇm;PA
Belterra;PA
Benevides;PA
Bom Jesus do Tocantins;PA
Bonito;PA
Braganáa;PA
Brasil Novo;PA
Brejo Grande do Araguaia;PA
Breu Branco;PA
Breves;PA
Bujaru;PA
Cachoeira do Piri†;PA
Cachoeira do Arari;PA
Camet†;PA
Cana∆ Dos Caraj†s;PA
Capanema;PA
Capit∆o Poáo;PA
Castanhal;PA
Chaves;PA
Colares;PA
Conceiá∆o do Araguaia;PA
Conc¢rdia do Par†;PA
Cumaru do Norte;PA
Curion¢polis;PA
Curralinho;PA
Curu†;PA
Curuá†;PA
Dom Eliseu;PA
Eldorado Dos Caraj†s;PA
Faro;PA
Floresta do Araguaia;PA
Garraf∆o do Norte;PA
GoianÇsia do Par†;PA
Gurup†;PA
IgarapÇ-aáu;PA
IgarapÇ-miri;PA
Inhangapi;PA
Ipixuna do Par†;PA
Irituia;PA
Itaituba;PA
Itupiranga;PA
Jacareacanga;PA
Jacund†;PA
Juruti;PA
Limoeiro do Ajuru;PA
M∆e do Rio;PA
Magalh∆es Barata;PA
Marab†;PA
Maracan∆;PA
Marapanim;PA
Marituba;PA
MedicilÉndia;PA
Melgaáo;PA
Mocajuba;PA
Moju;PA
Moju° dos Campos;PA
Monte Alegre;PA
Muan†;PA
Nova Esperanáa do Piri†;PA
Nova Ipixuna;PA
Nova Timboteua;PA
Novo Progresso;PA
Novo Repartimento;PA
‡bidos;PA
Oeiras do Par†;PA
Oriximin†;PA
OurÇm;PA
OurilÉndia do Norte;PA
Pacaj†;PA
Palestina do Par†;PA
Paragominas;PA
Parauapebas;PA
Pau DÔarco;PA
Peixe-boi;PA
Piáarra;PA
Placas;PA
Ponta de Pedras;PA
Portel;PA
Porto de Moz;PA
Prainha;PA
Primavera;PA
Quatipuru;PA
Redená∆o;PA
Rio Maria;PA
Rondon do Par†;PA
Rur¢polis;PA
Salin¢polis;PA
Salvaterra;PA
Santa B†rbara do Par†;PA
Santa Cruz do Arari;PA
Santa Isabel do Par†;PA
Santa Luzia do Par†;PA
Santa Maria Das Barreiras;PA
Santa Maria do Par†;PA
Santana do Araguaia;PA
SantarÇm;PA
SantarÇm Novo;PA
Santo Antìnio do Tau†;PA
S∆o Caetano de Odivelas;PA
S∆o Domingos do Araguaia;PA
S∆o Domingos do Capim;PA
S∆o FÇlix do Xingu;PA
S∆o Francisco do Par†;PA
S∆o Geraldo do Araguaia;PA
S∆o Jo∆o da Ponta;PA
S∆o Jo∆o de Pirabas;PA
S∆o Jo∆o do Araguaia;PA
S∆o Miguel do Guam†;PA
S∆o Sebasti∆o da Boa Vista;PA
Sapucaia;PA
Senador JosÇ Porf°rio;PA
Soure;PA
TailÉndia;PA
Terra Alta;PA
Terra Santa;PA
TomÇ-aáu;PA
Tracuateua;PA
Trair∆o;PA
Tucum∆;PA
Tucuru°;PA
Ulian¢polis;PA
Uruar†;PA
Vigia;PA
Viseu;PA
Vit¢ria do Xingu;PA
Xinguara;PA
Serra do Navio;AP
Amap†;AP
Pedra Branca do Amapari;AP
Caláoene;AP
Cutias;AP
Ferreira Gomes;AP
Itaubal;AP
Laranjal do Jari;AP
Macap†;AP
Mazag∆o;AP
Oiapoque;AP
Porto Grande;AP
Pracu£ba;AP
Santana;AP
Tartarugalzinho;AP
Vit¢ria do Jari;AP
AbreulÉndia;TO
Aguiarn¢polis;TO
Alianáa do Tocantins;TO
Almas;TO
Alvorada;TO
Anan†s;TO
Angico;TO
Aparecida do Rio Negro;TO
Aragominas;TO
Araguacema;TO
Araguaáu;TO
Aragua°na;TO
Araguan∆;TO
Araguatins;TO
Arapoema;TO
Arraias;TO
Augustin¢polis;TO
Aurora do Tocantins;TO
Axix† do Tocantins;TO
BabaáulÉndia;TO
Bandeirantes do Tocantins;TO
Barra do Ouro;TO
BarrolÉndia;TO
Bernardo Say∆o;TO
Bom Jesus do Tocantins;TO
BrasilÉndia do Tocantins;TO
Brejinho de NazarÇ;TO
Buriti do Tocantins;TO
Cachoeirinha;TO
Campos Lindos;TO
Cariri do Tocantins;TO
CarmolÉndia;TO
Carrasco Bonito;TO
Caseara;TO
Centen†rio;TO
Chapada de Areia;TO
Chapada da Natividade;TO
Colinas do Tocantins;TO
Combinado;TO
Conceiá∆o do Tocantins;TO
Couto de Magalh∆es;TO
CristalÉndia;TO
Crix†s do Tocantins;TO
Darcin¢polis;TO
Dian¢polis;TO
Divin¢polis do Tocantins;TO
Dois Irm∆os do Tocantins;TO
DuerÇ;TO
Esperantina;TO
F†tima;TO
Figueir¢polis;TO
FiladÇlfia;TO
Formoso do Araguaia;TO
Fortaleza do Taboc∆o;TO
Goianorte;TO
Goiatins;TO
Guara°;TO
Gurupi;TO
Ipueiras;TO
Itacaj†;TO
Itaguatins;TO
Itapiratins;TO
Itapor∆ do Tocantins;TO
Ja£ do Tocantins;TO
Juarina;TO
Lagoa da Confus∆o;TO
Lagoa do Tocantins;TO
Lajeado;TO
Lavandeira;TO
Lizarda;TO
Luzin¢polis;TO
Marian¢polis do Tocantins;TO
Mateiros;TO
MaurilÉndia do Tocantins;TO
Miracema do Tocantins;TO
Miranorte;TO
Monte do Carmo;TO
Monte Santo do Tocantins;TO
Palmeiras do Tocantins;TO
MuricilÉndia;TO
Natividade;TO
NazarÇ;TO
Nova Olinda;TO
Nova RosalÉndia;TO
Novo Acordo;TO
Novo Alegre;TO
Novo Jardim;TO
Oliveira de F†tima;TO
Palmeirante;TO
Palmeir¢polis;TO
Para°so do Tocantins;TO
Paran∆;TO
Pau DÔarco;TO
Pedro Afonso;TO
Peixe;TO
Pequizeiro;TO
ColmÇia;TO
Pindorama do Tocantins;TO
Piraquà;TO
Pium;TO
Ponte Alta do Bom Jesus;TO
Ponte Alta do Tocantins;TO
Porto Alegre do Tocantins;TO
Porto Nacional;TO
Praia Norte;TO
Presidente Kennedy;TO
Pugmil;TO
RecursolÉndia;TO
Riachinho;TO
Rio da Conceiá∆o;TO
Rio Dos Bois;TO
Rio Sono;TO
Sampaio;TO
SandolÉndia;TO
Santa fÇ do Araguaia;TO
Santa Maria do Tocantins;TO
Santa Rita do Tocantins;TO
Santa Rosa do Tocantins;TO
Santa Tereza do Tocantins;TO
Santa Terezinha do Tocantins;TO
S∆o Bento do Tocantins;TO
S∆o FÇlix do Tocantins;TO
S∆o Miguel do Tocantins;TO
S∆o Salvador do Tocantins;TO
S∆o Sebasti∆o do Tocantins;TO
S∆o ValÇrio da Natividade;TO
Silvan¢polis;TO
S°tio Novo do Tocantins;TO
Sucupira;TO
Taguatinga;TO
Taipas do Tocantins;TO
Talism∆;TO
Palmas;TO
Tocant°nia;TO
Tocantin¢polis;TO
Tupirama;TO
Tupiratins;TO
WanderlÉndia;TO
Xambio†;TO
AáailÉndia;MA
Afonso Cunha;MA
µgua Doce do Maranh∆o;MA
AlcÉntara;MA
Aldeias Altas;MA
Altamira do Maranh∆o;MA
Alto Alegre do Maranh∆o;MA
Alto Alegre do PindarÇ;MA
Alto Parna°ba;MA
Amap† do Maranh∆o;MA
Amarante do Maranh∆o;MA
Anajatuba;MA
Anapurus;MA
Apicum-aáu;MA
Araguan∆;MA
Araioses;MA
Arame;MA
Arari;MA
Axix†;MA
Bacabal;MA
Bacabeira;MA
Bacuri;MA
Bacurituba;MA
Balsas;MA
Bar∆o de Graja£;MA
Barra do Corda;MA
Barreirinhas;MA
Bel†gua;MA
Bela Vista do Maranh∆o;MA
Benedito Leite;MA
Bequim∆o;MA
Bernardo do Mearim;MA
Boa Vista do Gurupi;MA
Bom Jardim;MA
Bom Jesus Das Selvas;MA
Bom Lugar;MA
Brejo;MA
Brejo de Areia;MA
Buriti;MA
Buriti Bravo;MA
Buriticupu;MA
Buritirana;MA
Cachoeira Grande;MA
Cajapi¢;MA
Cajari;MA
Campestre do Maranh∆o;MA
CÉndido Mendes;MA
Cantanhede;MA
Capinzal do Norte;MA
Carolina;MA
Carutapera;MA
Caxias;MA
Cedral;MA
Central do Maranh∆o;MA
Centro do Guilherme;MA
Centro Novo do Maranh∆o;MA
Chapadinha;MA
CidelÉndia;MA
Cod¢;MA
Coelho Neto;MA
Colinas;MA
Conceiá∆o do Lago-aáu;MA
Coroat†;MA
Cururupu;MA
Davin¢polis;MA
Dom Pedro;MA
Duque Bacelar;MA
Esperantin¢polis;MA
Estreito;MA
Feira Nova do Maranh∆o;MA
Fernando Falc∆o;MA
Formosa da Serra Negra;MA
Fortaleza Dos Nogueiras;MA
Fortuna;MA
Godofredo Viana;MA
Gonáalves Dias;MA
Governador Archer;MA
Governador Edison Lob∆o;MA
Governador Eugànio Barros;MA
Governador Luiz Rocha;MA
Governador Newton Bello;MA
Governador Nunes Freire;MA
Graáa Aranha;MA
Graja£;MA
Guimar∆es;MA
Humberto de Campos;MA
Icatu;MA
IgarapÇ do Meio;MA
IgarapÇ Grande;MA
Imperatriz;MA
Itaipava do Graja£;MA
Itapecuru Mirim;MA
Itinga do Maranh∆o;MA
Jatob†;MA
Jenipapo Dos Vieiras;MA
Jo∆o Lisboa;MA
JoselÉndia;MA
Junco do Maranh∆o;MA
Lago da Pedra;MA
Lago do Junco;MA
Lago Verde;MA
Lagoa do Mato;MA
Lago Dos Rodrigues;MA
Lagoa Grande do Maranh∆o;MA
Lajeado Novo;MA
Lima Campos;MA
Loreto;MA
Lu°s Domingues;MA
Magalh∆es de Almeida;MA
MaracaáumÇ;MA
Maraj† do Sena;MA
Maranh∆ozinho;MA
Mata Roma;MA
Matinha;MA
Mat‰es;MA
Mat‰es do Norte;MA
Milagres do Maranh∆o;MA
Mirador;MA
Miranda do Norte;MA
Mirinzal;MA
Moná∆o;MA
Montes Altos;MA
Morros;MA
Nina Rodrigues;MA
Nova Colinas;MA
Nova Iorque;MA
Nova Olinda do Maranh∆o;MA
Olho DÔ†gua Das Cunh∆s;MA
Olinda Nova do Maranh∆o;MA
Paáo do Lumiar;MA
PalmeirÉndia;MA
Paraibano;MA
Parnarama;MA
Passagem Franca;MA
Pastos Bons;MA
Paulino Neves;MA
Paulo Ramos;MA
Pedreiras;MA
Pedro do Ros†rio;MA
Penalva;MA
Peri Mirim;MA
Peritor¢;MA
PindarÇ-mirim;MA
Pinheiro;MA
Pio Xii;MA
Pirapemas;MA
Poá∆o de Pedras;MA
Porto Franco;MA
Porto Rico do Maranh∆o;MA
Presidente Dutra;MA
Presidente Juscelino;MA
Presidente MÇdici;MA
Presidente Sarney;MA
Presidente Vargas;MA
Primeira Cruz;MA
Raposa;MA
Riach∆o;MA
Ribamar Fiquene;MA
Ros†rio;MA
Samba°ba;MA
Santa Filomena do Maranh∆o;MA
Santa Helena;MA
Santa Inàs;MA
Santa Luzia;MA
Santa Luzia do Paru†;MA
Santa QuitÇria do Maranh∆o;MA
Santa Rita;MA
Santana do Maranh∆o;MA
Santo Amaro do Maranh∆o;MA
Santo Antìnio Dos Lopes;MA
S∆o Benedito do Rio Preto;MA
S∆o Bento;MA
S∆o Bernardo;MA
S∆o Domingos do Azeit∆o;MA
S∆o Domingos do Maranh∆o;MA
S∆o FÇlix de Balsas;MA
S∆o Francisco do Brej∆o;MA
S∆o Francisco do Maranh∆o;MA
S∆o Jo∆o Batista;MA
S∆o Jo∆o do Car£;MA
S∆o Jo∆o do Para°so;MA
S∆o Jo∆o do Soter;MA
S∆o Jo∆o Dos Patos;MA
S∆o JosÇ de Ribamar;MA
S∆o JosÇ Dos Bas°lios;MA
S∆o Lu°s;MA
S∆o Lu°s Gonzaga do Maranh∆o;MA
S∆o Mateus do Maranh∆o;MA
S∆o Pedro da µgua Branca;MA
S∆o Pedro Dos Crentes;MA
S∆o Raimundo Das Mangabeiras;MA
S∆o Raimundo do Doca Bezerra;MA
S∆o Roberto;MA
S∆o Vicente Ferrer;MA
Satubinha;MA
Senador Alexandre Costa;MA
Senador la Rocque;MA
Serrano do Maranh∆o;MA
S°tio Novo;MA
Sucupira do Norte;MA
Sucupira do Riach∆o;MA
Tasso Fragoso;MA
Timbiras;MA
Timon;MA
Trizidela do Vale;MA
TufilÉndia;MA
Tuntum;MA
Turiaáu;MA
TurilÉndia;MA
Tut¢ia;MA
Urbano Santos;MA
Vargem Grande;MA
Viana;MA
Vila Nova Dos Mart°rios;MA
Vit¢ria do Mearim;MA
Vitorino Freire;MA
zÇ Doca;MA
Acau∆;PI
AgricolÉndia;PI
µgua Branca;PI
Alagoinha do Piau°;PI
Alegrete do Piau°;PI
Alto Long†;PI
Altos;PI
Alvorada do GurguÇia;PI
Amarante;PI
Angical do Piau°;PI
An°sio de Abreu;PI
Antìnio Almeida;PI
Aroazes;PI
Aroeiras do Itaim;PI
Arraial;PI
Assuná∆o do Piau°;PI
Avelino Lopes;PI
Baixa Grande do Ribeiro;PI
Barra DÔalcÉntara;PI
Barras;PI
Barreiras do Piau°;PI
Barro Duro;PI
Batalha;PI
Bela Vista do Piau°;PI
BelÇm do Piau°;PI
Beneditinos;PI
Bertol°nia;PI
BetÉnia do Piau°;PI
Boa Hora;PI
Bocaina;PI
Bom Jesus;PI
Bom Princ°pio do Piau°;PI
Bonfim do Piau°;PI
Boqueir∆o do Piau°;PI
Brasileira;PI
Brejo do Piau°;PI
Buriti Dos Lopes;PI
Buriti Dos Montes;PI
Cabeceiras do Piau°;PI
Cajazeiras do Piau°;PI
Cajueiro da Praia;PI
Caldeir∆o Grande do Piau°;PI
Campinas do Piau°;PI
Campo Alegre do Fidalgo;PI
Campo Grande do Piau°;PI
Campo Largo do Piau°;PI
Campo Maior;PI
Canavieira;PI
Canto do Buriti;PI
Capit∆o de Campos;PI
Capit∆o Gerv†sio Oliveira;PI
Caracol;PI
Cara£bas do Piau°;PI
Caridade do Piau°;PI
Castelo do Piau°;PI
Caxing¢;PI
Cocal;PI
Cocal de Telha;PI
Cocal Dos Alves;PI
Coivaras;PI
Colìnia do GurguÇia;PI
Colìnia do Piau°;PI
Conceiá∆o do CanindÇ;PI
Coronel JosÇ Dias;PI
Corrente;PI
CristalÉndia do Piau°;PI
Cristino Castro;PI
Curimat†;PI
Currais;PI
Curralinhos;PI
Curral Novo do Piau°;PI
Demerval Lob∆o;PI
Dirceu Arcoverde;PI
Dom Expedito Lopes;PI
Domingos Mour∆o;PI
Dom Inocàncio;PI
Elesb∆o Veloso;PI
Eliseu Martins;PI
Esperantina;PI
Fartura do Piau°;PI
Flores do Piau°;PI
Floresta do Piau°;PI
Floriano;PI
Francin¢polis;PI
Francisco Ayres;PI
Francisco Macedo;PI
Francisco Santos;PI
Fronteiras;PI
Geminiano;PI
GilbuÇs;PI
Guadalupe;PI
Guaribas;PI
Hugo Napole∆o;PI
Ilha Grande;PI
Inhuma;PI
Ipiranga do Piau°;PI
Isa°as Coelho;PI
Itain¢polis;PI
Itaueira;PI
Jacobina do Piau°;PI
Jaic¢s;PI
Jardim do Mulato;PI
Jatob† do Piau°;PI
Jerumenha;PI
Jo∆o Costa;PI
Joaquim Pires;PI
Joca Marques;PI
JosÇ de Freitas;PI
Juazeiro do Piau°;PI
J£lio Borges;PI
Jurema;PI
Lagoinha do Piau°;PI
Lagoa Alegre;PI
Lagoa do Barro do Piau°;PI
Lagoa de S∆o Francisco;PI
Lagoa do Piau°;PI
Lagoa do S°tio;PI
Landri Sales;PI
Lu°s Correia;PI
LuzilÉndia;PI
Madeiro;PI
Manoel Em°dio;PI
MarcolÉndia;PI
Marcos Parente;PI
Massapà do Piau°;PI
Matias Ol°mpio;PI
Miguel Alves;PI
Miguel Le∆o;PI
Milton Brand∆o;PI
Monsenhor Gil;PI
Monsenhor Hip¢lito;PI
Monte Alegre do Piau°;PI
Morro Cabeáa no Tempo;PI
Morro do ChapÇu do Piau°;PI
Murici Dos Portelas;PI
NazarÇ do Piau°;PI
Naz†ria;PI
Nossa Senhora de NazarÇ;PI
Nossa Senhora Dos RemÇdios;PI
Novo Oriente do Piau°;PI
Novo Santo Antìnio;PI
Oeiras;PI
Olho DÔ†gua do Piau°;PI
Padre Marcos;PI
Paes Landim;PI
Paje£ do Piau°;PI
Palmeira do Piau°;PI
Palmeirais;PI
Paquet†;PI
Parnagu†;PI
Parna°ba;PI
Passagem Franca do Piau°;PI
Patos do Piau°;PI
Pau DÔarco do Piau°;PI
Paulistana;PI
Pavussu;PI
Pedro ii;PI
Pedro Laurentino;PI
Nova Santa Rita;PI
Picos;PI
Pimenteiras;PI
Pio ix;PI
Piracuruca;PI
Piripiri;PI
Porto;PI
Porto Alegre do Piau°;PI
Prata do Piau°;PI
Queimada Nova;PI
Redená∆o do GurguÇia;PI
Regeneraá∆o;PI
Riacho Frio;PI
Ribeira do Piau°;PI
Ribeiro Gonáalves;PI
Rio Grande do Piau°;PI
Santa Cruz do Piau°;PI
Santa Cruz Dos Milagres;PI
Santa Filomena;PI
Santa Luz;PI
Santana do Piau°;PI
Santa Rosa do Piau°;PI
Santo Antìnio de Lisboa;PI
Santo Antìnio Dos Milagres;PI
Santo In†cio do Piau°;PI
S∆o Braz do Piau°;PI
S∆o FÇlix do Piau°;PI
S∆o Francisco de Assis do Piau°;PI
S∆o Francisco do Piau°;PI
S∆o Gonáalo do GurguÇia;PI
S∆o Gonáalo do Piau°;PI
S∆o Jo∆o da Canabrava;PI
S∆o Jo∆o da Fronteira;PI
S∆o Jo∆o da Serra;PI
S∆o Jo∆o da Varjota;PI
S∆o Jo∆o do Arraial;PI
S∆o Jo∆o do Piau°;PI
S∆o JosÇ do Divino;PI
S∆o JosÇ do Peixe;PI
S∆o JosÇ do Piau°;PI
S∆o Juli∆o;PI
S∆o Lourenáo do Piau°;PI
S∆o Luis do Piau°;PI
S∆o Miguel da Baixa Grande;PI
S∆o Miguel do Fidalgo;PI
S∆o Miguel do Tapuio;PI
S∆o Pedro do Piau°;PI
S∆o Raimundo Nonato;PI
Sebasti∆o Barros;PI
Sebasti∆o Leal;PI
Sigefredo Pacheco;PI
Sim‰es;PI
Simpl°cio Mendes;PI
Socorro do Piau°;PI
Sussuapara;PI
Tamboril do Piau°;PI
Tanque do Piau°;PI
Teresina;PI
Uni∆o;PI
Uruáu°;PI
Valenáa do Piau°;PI
V†rzea Branca;PI
V†rzea Grande;PI
Vera Mendes;PI
Vila Nova do Piau°;PI
Wall Ferraz;PI
Abaiara;CE
AcarapÇ;CE
Acara£;CE
Acopiara;CE
Aiuaba;CE
AlcÉntaras;CE
Altaneira;CE
Alto Santo;CE
Amontada;CE
Antonina do Norte;CE
ApuiarÇs;CE
Aquiraz;CE
Aracati;CE
Aracoiaba;CE
Ararend†;CE
Araripe;CE
Aratuba;CE
Arneiroz;CE
AssarÇ;CE
Aurora;CE
Baixio;CE
Banabui£;CE
Barbalha;CE
Barreira;CE
Barro;CE
Barroquinha;CE
BaturitÇ;CE
Beberibe;CE
Bela Cruz;CE
Boa Viagem;CE
Brejo Santo;CE
Camocim;CE
Campos Sales;CE
CanindÇ;CE
Capistrano;CE
Caridade;CE
CarirÇ;CE
Caririaáu;CE
Cari£s;CE
Carnaubal;CE
Cascavel;CE
Catarina;CE
Catunda;CE
Caucaia;CE
Cedro;CE
Chaval;CE
Chor¢;CE
Chorozinho;CE
Corea£;CE
Crate£s;CE
Crato;CE
Croat†;CE
Cruz;CE
Deputado Irapuan Pinheiro;CE
Ererà;CE
EusÇbio;CE
Farias Brito;CE
Forquilha;CE
Fortaleza;CE
Fortim;CE
Frecheirinha;CE
General Sampaio;CE
Graáa;CE
Granja;CE
Granjeiro;CE
Groa°ras;CE
Guai£ba;CE
Guaraciaba do Norte;CE
Guaramiranga;CE
HidrolÉndia;CE
Horizonte;CE
Ibaretama;CE
Ibiapina;CE
Ibicuitinga;CE
Icapu°;CE
Ic¢;CE
Iguatu;CE
Independància;CE
Ipaporanga;CE
Ipaumirim;CE
Ipu;CE
Ipueiras;CE
Iracema;CE
Irauáuba;CE
Itaiáaba;CE
Itaitinga;CE
ItapagÇ;CE
Itapipoca;CE
Itapi£na;CE
Itarema;CE
Itatira;CE
Jaguaretama;CE
Jaguaribara;CE
Jaguaribe;CE
Jaguaruana;CE
Jardim;CE
Jati;CE
Jijoca de Jericoacoara;CE
Juazeiro do Norte;CE
Juc†s;CE
Lavras da Mangabeira;CE
Limoeiro do Norte;CE
Madalena;CE
Maracana£;CE
Maranguape;CE
Marco;CE
Martin¢pole;CE
Massapà;CE
Mauriti;CE
Meruoca;CE
Milagres;CE
Milh∆;CE
Mira°ma;CE
Miss∆o Velha;CE
Mombaáa;CE
Monsenhor Tabosa;CE
Morada Nova;CE
Mora£jo;CE
Morrinhos;CE
Mucambo;CE
Mulungu;CE
Nova Olinda;CE
Nova Russas;CE
Novo Oriente;CE
Ocara;CE
Or¢s;CE
Pacajus;CE
Pacatuba;CE
Pacoti;CE
Pacuj†;CE
Palhano;CE
Palm†cia;CE
Paracuru;CE
Paraipaba;CE
Parambu;CE
Paramoti;CE
Pedra Branca;CE
Penaforte;CE
Pentecoste;CE
Pereiro;CE
Pindoretama;CE
Piquet Carneiro;CE
Pires Ferreira;CE
Poranga;CE
Porteiras;CE
Potengi;CE
Potiretama;CE
Quiterian¢polis;CE
Quixad†;CE
Quixelì;CE
Quixeramobim;CE
QuixerÇ;CE
Redená∆o;CE
Reriutaba;CE
Russas;CE
Saboeiro;CE
Salitre;CE
Santana do Acara£;CE
Santana do Cariri;CE
Santa QuitÇria;CE
S∆o Benedito;CE
S∆o Gonáalo do Amarante;CE
S∆o Jo∆o do Jaguaribe;CE
S∆o Lu°s do Curu;CE
Senador Pompeu;CE
Senador s†;CE
Sobral;CE
Solon¢pole;CE
Tabuleiro do Norte;CE
Tamboril;CE
Tarrafas;CE
Tau†;CE
Tejuáuoca;CE
Tiangu†;CE
Trairi;CE
Tururu;CE
Ubajara;CE
Umari;CE
Umirim;CE
Uruburetama;CE
Uruoca;CE
Varjota;CE
V†rzea Alegre;CE
Viáosa do Cear†;CE
Acari;RN
Aáu;RN
Afonso Bezerra;RN
µgua Nova;RN
Alexandria;RN
Almino Afonso;RN
Alto do Rodrigues;RN
Angicos;RN
Antìnio Martins;RN
Apodi;RN
Areia Branca;RN
Aràs;RN
Augusto Severo;RN
Ba°a Formosa;RN
Bara£na;RN
Barcelona;RN
Bento Fernandes;RN
Bod¢;RN
Bom Jesus;RN
Brejinho;RN
Caiáara do Norte;RN
